A1R	A2	A3	A4	A5	C1	C2	C3	C4R	C5R	E1R	E2R	E3	E4	E5	N1R	N2R	N3R	N4R	N5R	O1	O2R	O3	O4	O5R	gender	education	age	extraversion	plasticity
5	5	6	5	5	4	5	5	6		1	2	3	2	5	3	3	6	6	6	6	6	4	6	6	1	4	48	2.6	4.1
6	4	4	5	4	2	5	2	3	4	1	2	3	5	5	1	1	1	2	1	3	1	4	5	5	2	1	26	3.2	3.4
3	4	4	5	5	4	4	4	5	3	3	2	4	5	5	3	3	2	4	5	4	2	5	4	5	1	3	28	3.8	3.9
6	6	6	6	5	6	5	6	2	3	2	6	5	6	5	6	6	5	2	6	6	3	6	6	5	2	1	23	4.8	5
5	6	6	5	4	4	3	5	6	5	2	5	4	2	5	6	6	6	2	6	5	1	2	5	5	1	3	24	3.6	3.6
5	5	6	6	5	4	4	4	5	3	4	4	5	5	5	5	4	5	5	6	4	5	5	5	4	2	3	29	4.6	4.6
2	4	2	2	1	4	4	3	1	1	3	6	4	2	6	1	1	1	1	1	6	4	1	6	6	2		19	4.2	4.4
1	1	1	4	1	6	6	6	6	6	1	1	1	1	2	6	6	6	6	6	6	2	6	6	3	1	3	29	1.2	2.9
6	6	6	6	5	6	6	6	6	6	5	4	6	5	6	4	4	4	6	5	6	6	6	5	6	2	3	26	5.2	5.5
3	4	3	4	2	3	4	4	2	2	1	2	2	2	2	2	3	3	2	2	5	2	4	4	4	2		15	1.8	2.8
3	5	5	5	4	5	5	4	4	4	4	5	5	5	6	3	5	4	6	4	4	6	5		5	2	3	37	5	
4	6	6	6	5	5	5	5	6	5	6	6	5	5	6	3	3	4	5	6	6	6	5	5	6	1	3	30	5.6	5.6
2	6	5	6	5	5	5	5	3	4	4	5	5	6	5	5	4	5	2	3	6	6	5	2	6	2	3	36	5	5
6	6	5	6	5	6	4	5	6	6	6	6	5	5	6	3	2	3	6	2	5	1	5	5	5	2	3	33	5.6	4.9
5	5	4	6	5	3	5	5	6	5	3	4	2	5	6	5	5	6	6	5	5	5	4	3	3	1	3	23	4	4
6	6	6	6	6	1	6	6	6	6	6	6	6	6	6	6	3	2	6	6	6	6	6	6	6	2	2	22	6	6
5	5	6	5	4	6	6	4	6	2	6	5	4	5	5	2	2	2	5	5	6	6	6	6	6	2	3	17	5	5.5
5	2	2	1	3	3	4	2	2	2	2	1	2	1	1	5	4	6	5	2	6	5	6	6	6	1	2	28	1.4	3.6
2	4	4	4	3	6	6	6	6	1	4	5	4	4	5	1	1	3	3	4	6	4	5	4	4	2	3	36	4.4	4.5
5	5	4	4	6	4	3	3	5	3	4	5	4	5	3	6	6	5	3	5	3	3	5	5	4	2	3	29	4.2	4.1
5	5	5	5	5	2	1	2	2	3	2	2	5	4	2	2	2	2	1	3	5	1	4	6	5	2	5	59	3	3.6
6	5	6	6	5	5	5	6	6	4	4	4	5	6	5	6	5	6	5	5	6	5	5	6	5	2	3	19	4.8	5.1
4	6	5	6	6	5	3	3	5	5	6	4	6	4	6	2	1	3	2	2	6	6	5	6	6	1	3	27	5.2	5.5
6	5	1	5	5	5	4	3	5	5	5	3	3	5	4	6	4	2	5	3	4	5	4	5	5	2	4	41	4	4.3
6	5	6	5	5	5	4	4	6	3	6	5	3	6	4	6	6	6	6	5	4	6	4	5	5	2	4	27	4.8	4.8
5	6		5	5	6	5	6	5	4	6	6	6	6	6	5	4	3	6	5	6	1	5	4	5	2	2	24	6	5.1
5	5	5	5	4	6	2	4	5	2	6	5	5	5	5	3	2	2	2	3	6	5	5	6	6	2	5	60	5.2	5.4
6	5	5	6	6	6	1	5	4	6	1	1	1	5	1	3	2	2	1	6	6	2	1	6	3	2	3	52	1.8	2.7
6	5	6	6	6	6	5	6	6	5	6	6	5	6		5	3	5	4	2	6	3	6	6	6	2	3	21		
4	5	5	6	5	5	5	3	3	6	3	4	4	4	5	2	1	1	5	5	5	5	5	6	4	2	3	20	4	4.5
5	6	6	6	6	5	5	3	6	6	6	3	5	6	4	6	6	6	6	6	5	6	5	3	3	2	3	25	4.8	4.6
6	6	5	6	6	5	6	5	6	6	4	3	3	6	4	4	3	3	4	2	3	4	4	5	3	2	3	24	4	3.9
5	2	4	3	2	4	3	4	4	3	3	5	1	5	4	3	3	3	2	6	3	5	2	4	3	2	2	25	3.6	3.5
5	4	4	3	3	4	2	4	3	5	2	4	3	4	4	5	4	4	4	4	4	5	3	3	4	2	2	30	3.4	3.6
3	2	1	3	1	3	1	2	3	5	4	3	1	3	2	3	2	3	4	4	2	3	2	6	5	2	3	19	2.6	3.1
1	5	5	6	6	3	1	4	2	5	4	6	6	5	3	6	6	3	4	6	6	1	6	6	4	1	3	17	4.8	4.7
5	6	6	6	6	6	6	6	6	6	4	1	6	1	6	3	3	6	6	4	6	6	6	2	6	2	3	52	3.6	4.4
5	5	6	5	4	4	3	4	2	3	6	5	4	6	5	1	1	1	4	5	4	4	2	3	2	2	3	27	5.2	4.1
6	6	6	6	6	6	6	5	6	3	6	6	6	6	6	3	1	2	5	3	6	2	6	6	6	2	3	55	6	5.6
6	6	2	6	6	5	4	2	6	5	6	6	5	6	5	2	3	3	3	2	6	6	6	5	6	2	5	39	5.6	5.7
6	6	6	6	6	6	5	5	6	5	5	6	5	5	6	5	3	5	5	3	6	5	6	6	5	2	3	39	5.4	5.5
6	3	2	6	3	5	5	5	5	3	2	1	1	3	3	4	3	6	3	6	2	1	1	5	4	2	3	39	2	2.3
4	5	2	5	5	4	4		3	2	3	5	5	3	4	5	3	2	3	3	4	4	5	5	5	1	3	18	4	4.3
5	6	6	2	6	6	3	5	6	5	6	6	5	5	6	6	5	5	6	6	5	6	6	4	6	2	3	51	5.6	5.5
6	5	6	6	6	6	5	5	2	6	1	2	5	5	2	6	6	3	6	2	6	1	6	6	2	2	3	25	3	3.6
5	5	5	6	5	6	5	5	4	4	5	4	4	5	5	6	5	5	5	5	6	2	5	4	6	2	1	15	4.6	4.6
6	4	4	6	4	3	4	2	5	5	5	3	4	4	4	3	3	2	3	3	3	3	3	5	4	2	2	42	4	3.8
5	6	5	6	4	5	6	5	6	5	6	3	5	5	5	3	3	2	2	1	4	6	6	6	6	2	4	24	4.8	5.2
6	5	5	6	5	5	5	5	6	4	1	3	2	5	5	5	5	3	5	5	5	5	5	3	6	2	3	46	3.2	4
6	6	6	3	6	3	4	6	2	5	1	6	6	6	6	5	2	5	4	3	4	5	6	3	6	2	3	37	5	4.9
3	5	5	6	5	5	5	5	5	5	3	5	2	6	2	6	5	2	5	3	2	1	3	3	4	2	3	24	3.6	3.1
6	6	5	5	2	1	4	6	3		4	6	1	3	5	3	3	3	6	3	6	5	4	3	5	1	3	20	3.8	4.2
5	5	1	6	6	6	6	5	6	6	5	6	6	5	6	5	3	5	5	2	6	6	5	4	6	2	4	50	5.6	5.5
6	6	5	3	4	4	3	3	6	6	1	4	3	3	5	6	4		2	4	6	4	3	3	3	2	3	46	3.2	3.5
3	3	5	5	5	4	6	5	5	4	3	6	5	6	6	2	1	2	3	5	6	1	5	5	6	1	2	23	5.2	4.9
3	4	5	6	5	5	6	6	6	5	4	3	5	6	6	4	4	6	3	6	5	6	5	5	5	2	3	18	4.8	5
5	6	4	2	5	6	3	5	5	6	4	5	4	5	5	4	2	4	6	6	5	5	4	4	5	1	2	21	4.6	4.6
3	5	4	5	4	5	4	4	2	2	6	3	6	5	6	1	1	1	2	2	5	5	5	5	2	2	3	26	5.2	4.8
6	5	6	5	6	6	5	5	6	5	5	6	5	1	5	3	2	3	2	3	5	3	4	6	6	2	3	53	4.4	4.6
4	6	6	6	6	4	5	3	6	6	6	6	5	6	3	6	6	6	5	6	5	4	5	1	6	2	2	26	5.2	4.7
6	6	6	6	6	5	6	5	6	6	2	5	6	6	6	6	6	6	5	5	5	1	6	6	5	1	3	30	5	4.8
2	6	5	4	5	1	6	5	4	3	3	6	6	5	6	3	3	3	3		6	3	5	6	2	1	2	51	5.2	4.8
2	6	6	5	6	5	4	6	5	3	4	4	4	4	5	2	3	3	4	5	5	5	5	4	4	2	3	34	4.2	4.4
5	4	2	6	4	5	5	5	5	5	4	4	5	5	5	4	3	3	5	4	5	5	4	4	5	2	3	28	4.6	4.6
5	6	5	5	4	5	5	5		5	6	3	4	6	5	6	3	2	5	1	4	3	4	5	5	2	2	42	4.8	4.5
6	6	5	5	6	6	6	4	6	5	5	3	4	5	5	4	4	3	4	3	5	3	4	5	5	1	3	21	4.4	4.4
6	6	6	6	6	1	4	4	3	6	2	6	6	6	6	1	3	1	2	2	6	1	6	3	1	2	3	20	5.2	4.3
5	4	6	5	6	5	4	4	6	5	3	4	6	5	4	5	2	3	4	3	5	6	5	6	6	1	1	26	4.4	5
6	5	6	6	5	5	4	4	6	5	6	3	4	4	5	3	3	3	5	6	2	1	4	5	6	2	3	18	4.4	4
4	5	5	6	5	3	6	3	4	6	3	5	4	5	6	4	4	3	5	3	5	4	5	4	3	2	3	39	4.6	4.4
1	1	6	6	6	6	5	6	6	6	3	6	6	6	6	6	6	6	6	6	6	3	5	5	2	2	3	45	5.4	4.8
5	5	4	6	4	5	5	5	6	5	6	6	5	6	6	2	3	1	4	3	5	6	4	6	5	2	3	20	5.8	5.5
4	2	4	6	6	6	2	5	6	5	4	5	5	6	4	6	6	5	4	6	6	5	6	5	4	1	3	43	4.8	5
5	4	4	6	4	6	5	3	5	5	2	2	2	3	4	4	4	5	3	5	3	2	5	5	5	2	3	23	2.6	3.3
5	4	6	5	5	2	6	5	4	5	3	5	4	5	6	3	3	3	3	5	5	5	5	5	3	2	3	25	4.6	4.6
6	6	5	6	4	6	6	5	6	5	6	2	2	5	6	2	1	3	3	4	4	2	5	5	5	2	3	51	4.2	4.2
6	5	4	6	4	4	6	5	3	6	1	3	5	4	6	3	1	2	3	3	5	6	5	4	6	2	3	26	3.8	4.5
6	6	6	6	6	6	6	5	6	6	6	6	5	6	6	6	5	6	6	6	6	6	6	5	6	1	3	28	5.8	5.8
4	5	5	6	5	6	6	5	6	6	4	5	6	6	6	3	3	3	5	6	6	3	5	2	5	2	3	23	5.4	4.8
3	6	6	6	5	4	3	4	3	4	5	3	4	5	4	3	2	2	4	5	4	2	4	6	5	2	3	34	4.2	4.2
6	4	4	4	6	4	4	6	4	4	3	5	4	6	2	5	4	5	6	6	6	5	5	4	5	1	3	23	4	4.5
5	5	5	4	6	4	3	5	5	4	4	5	5		3	6	5	6	4	5	4	3	5	4	4	2	3	29		
6	6	5	6	5	4	5	6	6	6	6	6	5	5	6	2	2	1	6	2	3	1	5	6	2	2	3	35	5.6	4.5
5	4	2	6	5	3	5	4	5	5		3	3	4	4	3	3	3	2	1	5	3	3	4	3	2	3	40		
1	6	6	6	6	5	6	6	6	6	6	6	6	6	6	1	1	1	6	1	6	1	6	6	6	2	2	27	6	5.5
6	6	4	3	5	5	4	4	4	3	6	5	4	5	3	4	4	3	4	5	5	5	4	6	5	1	4	45	4.6	4.8
6	6	5	5	6	6	5	5	6	4	6	6	5	6	6	6	5	6	6	6	6	6	6	6	6	1	2	60	5.8	5.9
5	4	5	6	5	5	5	5	5	3	4	3	4	5	1	5	3	4	2	3	4	2	4	4	4	2	3	27	3.4	3.5
3	5	4	5	4	3	1	1	4	1	5	4	4	5	3	5	3	4		6	6	5	5	4	5	1	3	20	4.2	4.6
6	5	5	6	4	5	4	5	3	5	3	3	4	5	3	4	3	3	4	3	5	5	4	6	5	2	3	21	3.6	4.3
4	4	4	5	5	5	4	3	4	3	5	5	5	6	4	2	2	1	3	3	4	5	4	4	3	2	3	25	5	4.5
6	4	6	5	6	5	2	6	6	6	6	4	5	1	5	1	1	1	1	1	4	6	5	6	6	2	2	51	4.2	4.8
5	5	5	6	5	1	5	2	6	5	6	2	5	5	3	4	2	6	6	4	3	6	3	4	2	2	3	27	4.2	3.9
6	5	4	1	5	5	4	5	5	2	1	1	3	1	2	3	3	1	1	2	5	5	5	6	5	1	3	24	1.6	3.4
6	5	6	6	5	2	5	4	5	6	6	6	4	6	4	4	3	6	6	6	5	1	4	2	4	2	1	21	5.2	4.2
4	4		5	3	5	5	4	5	2	4	2	1	2	3	5	2	4	4	5	4	5	6	5	6	2	2	55	2.4	3.8
2	4	3	4	3	3	2	3	3	3	4	4	5	4	3	2	2	3	2	3	5	6	5	6	4	1	2	30	4	4.6
2	4	4	4	2	5	2	2	3	5	4	3		4	3	3	3	2	2	5	2	5	2	5	3	1	3	31		
4	5	5	5	5	5	4	3	5	3	5	5	4	4	4	2	1	3	4	3	5	3	4	5	5	2	2	22	4.4	4.4
4	4	4	6	5	5	4	5	5	6	2	4	4	4	4	5	4	4	5	5	4	3	4	5	4	2	3	28	3.6	3.8
3	5	4	5	2	5	5	5	4	5	4	5	6	2	6	2	2	2	4	2	6	4	6	6	6	2	3	24	4.6	5.1
6	6	6	6	5	2	5	6	3	1	1	2	5	5	6	3	2	3	3	1	2	1	4	6	4	2	3	31	3.8	3.6
6	6	4	6	5	2	5	6	6	5	6	4	4	3	5	5	5	6	1	3	4	6	4	5	5	2	3	43	4.4	4.6
5	4	4	6	5	5	2	5	6	5	5	5	3	5	4	5	2	5	5	6	4	4	4	4	4	1	3	60	4.4	4.2
5	4	5	3	5	4	4	5	3	2	2	1	3	4	3	4	3	3	3	4	5	2	4	6	2	1	3	36	2.6	3.2
2	4	4	6	4	5	5	5	5	5	3	5	3	5	5	3	3		3	5	5	2	3	5	5	2	4	40	4.2	4.1
5	5	4	4	4	2	2	4	5	2	6	6	5	6	5	4	4	6	6	6	5	6	4	4	6	1	3	21	5.6	5.3
6	6	5	4	5	6	5	6	6	5	6	6	5	5	5	6	6	5	5	4	5	5	5	6	6	2	4	21	5.4	5.4
3	3	5	6	5	4	5	5	6	5	4	3	4	6	5	2	1	1	4	3	6	4	4	5	4	2	1	19	4.4	4.5
6	6	6	6	1	1	4	6	6	6	3	6	3	3	2	6	6	6	6	6	1	6	2	5	6	2	3	36	3.4	3.7
3	5	4	2	2	5	3	3	4	2	2	1	3	5	3	1	1	2	1	4	6	1	5	6	3	1	4	42	2.8	3.5
3	5	4	6	4	1	1	2	3	2	6	6	3	4	6	1	3	6	6	6	6	2	1	6	1	1	2	24	5	4.1
6	6	6	6	6	6	6	5	6	5	6	6	6	5	5	6	5	6	6	3	5	3	4	5	3	2	3	44	5.6	4.8
4	6	6	6	5	2	5	5	5	5	4	3	4	5	4	4	3	3	2	1	2	2	4	5	3	2	3	30	4	3.6
6	5	5	6	5	4	5	4	3	3	5	6	5	6	5	5	5	3	3	4	5	2	4	6	5	2	3	23	5.4	4.9
5	5	3	2	4	2	2	4	3	3	4	4	6	5	4	2	1	3	2	3	6	1	5	6	6	2	2	26	4.6	4.7
6	6	6	5	6		5	5	6	6	5	6	6	5	6	6	2	6	6	4	6	4	5	2	6	1	3	32	5.6	5.1
6	4	5	4	5	3	5	4	5	3	3	4	4	4	4	5	4	6	3	4	4	3	4	5	4	1	3	29	3.8	3.9
6	6	6	6	5	6	6	6	6	5	4	4	5	6	6	6	4	3	5	4	6	6	6	6	4	2	3	47	5	5.3
5	5	4	6	4	6	5	4	5	6	4	5	3	4	5	5	4	6	6	6	5	2	4	4	5	1	3	44	4.2	4.1
2	5	5	5	5	5	5	5	2	2	2	2	5	5	5	2	2	2	2	2	5	2	5	5	2	1	3	25	3.8	3.8
4	6	5	6	5	5	6	5	6	3	5	5	4	6	5	3	3	3	4	4	6	6	5	4	3	2	3	28	5	4.9
6	5	6	6	6	6	6	5	6	3	4	5	6	5	6	3	3	2	4	6	6	6	6	5	5	2	4	32	5.2	5.4
6	1	5	6	3	5	3	1	5	2	3	4	1	5	4	4	4	4	4	5	5	2	2	6	1	2	3	37	3.4	3.3
6	6	6	6	6	6	6	5	5	4	6	5	6	5	5	5	2	2	2	3	5	4	4	6	5	2	3	39	5.4	5.1
6	6	4	6	6	4	4	3	2	5	6	6	3	6	4	6	5	5	5	6	5	6	5	5	5	1	2	40	5	5.1
6	5	5	6	6	6	5	6	6	6	4	6	6	6	5	3	3	3	4	6	6	6	5	1	3	2	4	26	5.4	4.8
2	4	4	5	5	4	3	4	3	4	4	6	2	3	5	2	2	4	6	6	4	1	4	5	1	1	3	27	4	3.5
5	5	2	5	4	5	4	1	2	2	5	2	1	6	5	3	3	5	3	2	2	1	1	6	1	2	3	41	3.8	3
6	5	5	5	5	2	4	4	1	2	3	1	3	5	1	3	2	3	3	3	5	1	2	5	3	2	3	34	2.6	2.9
6	6	6	6	6	3	4	1	6	3	6	6	6	6	6	6	6	5	6	6	5	1	3	4	4	2	3	23	6	4.7
4	5	6	6	4	3	5	3	6	6	6	6	5	5	6	3	1	1	2	4	6	6	5	6	5	1	3	31	5.6	5.6
1	6	6	6	6	5	6	5	6	6	2	2	4	2	5	5	4	6	4	2	5	2	4	5	4	2	3	38	3	3.5
6	6	5	5	5	4	4	4	3	5	5	4	3	5	2	6	6	5	5	2	3	5	4	5	3	2	3	44	3.8	3.9
4	6	1	5	6	6	3	3	5	3	6	6	5	6	6	4	2	5	4	5	6	4	6	6	6	2	3	31	5.8	5.7
6	6	5	6	5	4	5	5	5	3	5	4	5	5	4	3	2	2	3	4	5	6	5	6	5	1	5	33	4.6	5
4	2	3	4	2		3	2	5	4	1	1	2	5	3	1	2	2	5	2	3	1	1	1	4	2	3	28	2.4	2.2
6	5	5	5	6	6	6	6	6	6	6	5	5	6	6	6	6	6	6	6	6	1	5	4	5	1	3	46	5.6	4.9
5	6	6	5	3	6	5	6	6	1	6	2	4	4	6	1	1	1	1	1	2	6	3	6	5	2	3	36	4.4	4.4
3	5	5	6	6	3	5	6	2	4	1	1	5	6	5	2	4	5	6	2	5	1	4	1	2	2	3	28	3.6	3.1
6	4	6	6	6	3	4	2	5	2	3	4	4	4	4	5	5	5	4	6	4	4	5	6	1	2	3	28	3.8	3.9
4	6	6	6	5	6	5	6	6	5	4	6	5	6	5	6	4	5	6	6	5	6	5	6	6	2	3	42	5.2	5.4
6	5	5	6	4	4	4	4	4	5	6	5	4	5	4	4	4	4	6	5	4	5	4	4	4	2	3	32	4.8	4.5
5	5	2	1	3	4	2	4	3	2	3	3	2	4	3	4	2	2	3	6	5	5	3	3	5	2	3	19	3	3.6
5	5	4	6	5	4	5	4	4	3	6	4	4	5	5	2	2	3	4	4	4	3	4	4	3	2	3	25	4.8	4.2
3	5	5	6	5	4	6	6	3	3	6	2	4	4	5	4	2	3	3	3	5	3	5	4	2	2	5	37	4.2	4
5	6	5	6	6	6	6	5	3	5	6	5	5	6	5	4	2	6	3	4	6	3	5	5	4	2	3	29	5.4	5
1	2	5	6	2	6	5	3	2	4	2	5	4	5	6	1	1	1	2	1	5	2	4	4	1	2	3	32	4.4	3.8
6	5	5	6	5	5	5	5	4	4	5	6	5	6	6	4	4	6	5	6	6	2	2	6	3	1	3	27	5.6	4.7
6	6	4	4	4	4	4	6	5	5	1	1	5	5	6	5	3	3	6	5	6	3	5	6	5	2	3	27	3.6	4.3
6	5	4	5	5	4	4	3		3	4	5	4	5	4	3	2	2	1	2	5	1	3	6	5	1	3	39	4.4	4.2
5	5	6	5	4	1	5	6	6	3	3	6	5	4	6	3	3	3	3	6	6	6	5	6	6	1		45	4.8	5.3
3	6	6	2	5	5	5	5	5	6	2	5	6	6	6	5	1	1	4	5	6	1	5	4	3	2	3	38	5	4.4
6	5	5	6	5	4	4	4	6	5	3	5	5	6	5	4	4	5	6	5	6	6	5	5	5	2	1	22	4.8	5.1
6	6	5	6	4	5	5	5	5	5	5	5	3	6	3	2	2	2	6	3	4	1	5	5	5	2	1	23	4.4	4.2
2	6	2	6	5	4	5	4	5	3	2	5	3	5	4	6	4	6	5	4	6	5	2	1	6	2	3	25	3.8	3.9
	6	6		6	6	6	5	6	6	6	6	5	6	6	6	6	5	6	3	5	6	6	2	3	2	3	35	5.8	5.1
5	6	5	6	5	4	6	5	6	5	3	3	5	5	6	5	5	3	5	6	5	6	3	5	3	2	3	33	4.4	4.4
4	6	6	6	3	6	4	6	3	5	6	6	5	6	6	5	4	5	6	5	6	1	5	1	1	2	2	28	5.8	4.3
6	6	6	6	6	5	6	6	5	3	1	3	5	5	5	5	6	6	5	3	6	6	4	6	5	2	3	43	3.8	4.6
5	5	5	6	6	4	5	5	6	5	6	5	4	6	5	6	6	6	6	5	6	3	4	1	4	1	1	30	5.2	4.4
4	4	4	6	4	4	4	3	3	3	6	2	4	3	3	2	2	3	4	4	4	2	4	4	3	2	3	27	3.6	3.5
3	6	5	6	6	5	5	5	5	5	6	6	4	6	6	5	4	5	5	5	5	3	4	5	3	2	3	19	5.6	4.8
5	6	4	6	5	4	4	2	3	3	5	5	6	6	5	6	5	2	3	5	5	5	6	6	6	2	2	23	5.4	5.5
6	6	5	6	6	3	2	5	5		6	6	4	6	6	4	4	4	4	5	6	5	4	6	5	2	3	31	5.6	5.4
4	4	2	4	4	5	1	4	5	6	6	3	3	3	4	1	1	1	5	6	3	1	1	5	6	2	1	22	3.8	3.5
6	6	6	4	5	4	3	4	3	3	4	1	6	3	6	6	4	6	4	6	5	4	6	4	6	1	3	40	4	4.5
6	5	6	6	5	4	4	4	5	2	4	2	1	2	4	5	3	3	1	3	4	3	3	4	4	2	3	40	2.6	3.1
6	6	6	6	6	2		6	6		1	2	6	6	6	3	6	1	3	2	6	6	5	5	6	2	3	55	4.2	4.9
6	6	6	6	6	2	5	6	6		1	2	6	6	6	3	6	1	3	2	6	6	5	5	6	2	3	55	4.2	4.9
6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	5	3	4	6	2	3	54	6	5.3
6	5	4	5	4	4	2	3		4	4	3	3	1	4	4	3	3	3	3	4	3		5	6	2	1	53	3	
5	6	6	6	6	5	4	5	6	3	1	3	6	5	4	4	4	5	2	4		6	5	6	6	1	3	20	3.8	
5	5	5	6	6	2	6	4	6	4	2	3	6	4	5	6	6	6	6	2	6	3	6	4	4	1	3	52	4	4.3
6	6	6	6	6	6	6	5	5	6	2	1	6	5	6	6	5	6	5	6	6	6	6	6	6	2	3	25	4	5
5	6	6	6	5	6	5	6	6	6	3	2	4	5	6	4	2	2	3	4	6	6	4	5	6	1	3	46	4	4.7
4	4	4	4	4	4	4	4	5	3	2	4	4	4	4	5	5	4	2	5	5	5	4	5	2	1	3	19	3.6	3.9
6	4	1	4	5	6	6	5	6	6	5	5	4	6	6		2		5	3	4	3	4	5	2	1	3	38	5.2	4.4
5	5	5	4	3	4	2	5	3	4	4	4	4	4	5	3	2	3	4	2	5	6	4	4	5	2	3	27	4.2	4.5
6	6	6	4	4	5	4	5	3	2	5	3	4	4	5	3	2	3	5	2	6	6	5	5	5	2	3	27	4.2	4.8
5	5	6	4	6	6	6	6	6	5	3	4	5	4	6	5	4	4	5	5	6	6	6	6	6	1	3	34	4.4	5.2
5	6	5	6	3	4	5	5	6	6	4	1	4	3	6	2	1	5	5	3	6	5	4	4	6	2	3	21	3.6	4.3
3	6	6	5	6	6	6	6	6	6	6	6	6	6	6	3	5	6	6	5	6	3	6	6	5	2	2	29	6	5.6
5	1	6	6	6	5	6	5	6	6	2	2	6	5	5	4	3	6	2	1	4	5		2	2	2	3	27	4	
5	5	4	4	2	4	3	5	3	4	3	3	3	3	3	2	2	1	1	2	4	5	2	5	3	2	2	41	3	3.4
5	5	5	5	1	5	5	2	3	5	5	5		5	5	6	6	6	6	6	5	6	4	4	5	2	3	52		
4	5	3	6	1	4	3	3	2	2	4	1	1	2	2	1	1	1	2	1	3	1	1	6	3	2	3	30	2	2.4
4	5	5	6	5	5	5	5	5	5	5	5	4	5	4	5	5	5	5	3	4	5	4	5	5	2	2	50	4.6	4.6
3	4	4	4	4	5	4	4	6	5	3	4	3	4	5	3	2	4	3	4	3	2	4	3	4	2	3	43	3.8	3.5
5	6	6	6	5	2	1	4	3	6	5	5	5	6	4	3	4	5	6	5	6	6	5	6	5	2	5	32	5	5.3
3	3	1	3	3	6	4	4	5	5	4	3	3	4	5	2	2	1	1	1	5	2	4	6	4	1	3	19	3.8	4
5	6	6	6	6	5	5	5	5	4	2	2	5	5	4	6	2	3	1	1	6	5	6	6	5	2	4	22	3.6	4.6
4	6	4	6	5	5	5	5	5	3	2	5	4	5	5	6	6	5	5	2	4	3	5	4	3	2	3	21	4.2	4
6	3	2	3	2	5	5	2	3	2	2	2	3	2	3	3	3	2	1	5	6	5	5	6	5	1	5	50	2.4	3.9
6	6	6	4	6	5	5	6	6	5	2	5	4	5	3	3	4	2	3	1	5	6	3	5	1	2	4	27	3.8	3.9
6	5	4	5	5	1	6	4	6	6	3	3	1	5	5	6	5	6	4	3	3	4	3	1	5	2	3	48	3.4	3.3
3	4	2	4	4	4	4	4	4	3	4	2	2	2	4	5	4	4	3	3	2	5	4	4	5	2		12	2.8	3.4
6	4	4	5	5	3	1	2	5	5	3	2	2	3	5	5		6	3	6	2	3	4	5	5	2	3	43	3	3.4
5	5	5	6	5	6	5	4	5	5	6	6	6	6	6	5	5	5	5	6	6	5	6	4	5	1	3	37	6	5.6
4	5	5	5	4	4	4	4	4	4	3	5	4	4	5	4	4	4	5	5	5	5	5	5	6	2	3	18	4.2	4.7
5	5	4	5	5	4	4	4	4	4	3	4	3	4	5	4	3	5	4	4	5	5	5	5	5	2	3	18	3.8	4.4
6	5	5	6	6	5	6	4	5	5	2	3	5	5	5	3	3	5	2	3	4	6	3	4	5	2	3	24	4	4.2
3	6	6	6	6	4	3	1	4	5	6	3	4	6	5	4	1	1	5	6	5	3	3	5	6	2	3	23	4.8	4.6
4	4	6	3	3	6	4	4	5	4	6	5	6	6	6		1	3	5	4	6	4	6	4		2	3	20	5.8	
6	6	6	6	6	6	5	4	6	6	2	4	4	5	6	4	2	5	5	5	1	5	5	3	5	2	2	32	4.2	4
6	4	5	5	5	4	2	4	5	3	3	5	2	5	3	5	5	5	5	6	5	6	5	6	5	1	4	37	3.6	4.5
6	6	6	6	5	6	5	5	6	5	2	2	4	5	2	5	4	2	5	5	6	5	5	4	5	1	3	19	3	4
5	4	4	5	2	5	5	1	6	1	4	3	3	2	1	5	5	3	1	3	2	5	6	5	6	2	3	29	2.6	3.7
5	5	2	6	4	6	5	4	6	5	5	5	5	5	5	6	6	6	6	6	5	6	3	5	5	2	3	20	5	4.9
6	5	6	6	5	4	2	4	6	6	5	5	5	6	5	6	5	6	6	5	4	3	6	4	6	2	4	26	5.2	4.9
5	4	2	5	4	5	5	4	3	1	2	2	2	2	4	3	2	2	1	3	6	6	6	6	6	2	4	33	2.4	4.2
3	4	4	6	2	2	4	4	4	3	2	3	2	4	4	5	4	3	2	4	4	5	5	5	3	2	5	38	3	3.7
6	5	6	6	6	6	5	5	6	2	6	1	6	6	5	3	2	2	6	6	4	6	6	3	4	1	2	26	4.8	4.7
4	5	5	6	6	5	5	5	5	5	6	5	5	6	6	1	1	2	2	2	6	1		6	2	2	3	30	5.6	
2	6	6	6	6	5	5	4	6	6	2	6	5	6	3	6	6	4	6	6	5	6	6	4	3	1	3	36	4.4	4.6
6	6	6	6	6	6	5	5	4	6	2	3	4	4	5	6	6	5	3	5	6	5	4	6	6	2	3	41	3.6	4.5
6	5	5	6	6	5	3	4	5	4	4	2	4	5	4	3	2	4	5	2	4	5	5	6	5	2	5	34	3.8	4.4
6	6	5	6	4	4	2	4	2	4	6	1	4	4	1	3	2	3	3	6	1	6	2	5	6	2	3	35	3.2	3.6
4	6	5	6	5	3	5	5	6	6	4	6	3	4	4	4	4	5	4	3	4	3	4	4	5	2	3	40	4.2	4.1
1	1	1	1	1	6	6	6	6	6	1	1	1	1	6	1	1	1	1	6	6	6	6	6	6	2	3	33	2	4
2	5	4	5	5	5	5	5	4	6	3	2	4	4	5	3	3	3	3	3	4	2	4	4	3	2	3	28	3.6	3.5
